Time	Displacement	Forcewasher	Camera A	Camera B
sec	inches	lbf	mm	mm
2.0600E-3	 2.021E+0	 2.441E+0	-3.232E-1	-2.236E-1
2.0800E-3	 2.021E+0	 2.441E+0	-3.291E-1	-2.217E-1
2.1000E-3	 2.021E+0	 2.930E+0	-3.203E-1	-2.295E-1
2.1200E-3	 2.021E+0	 2.930E+0	-3.281E-1	-2.236E-1
2.1400E-3	 2.021E+0	 2.441E+0	-3.164E-1	-2.266E-1
2.1600E-3	 2.026E+0	 2.930E+0	-3.193E-1	-2.285E-1
2.1800E-3	 2.026E+0	 2.441E+0	-3.252E-1	-2.256E-1
2.2000E-3	 2.026E+0	 2.930E+0	-3.203E-1	-2.246E-1
2.2200E-3	 2.026E+0	 2.441E+0	-3.242E-1	-2.236E-1
2.2400E-3	 2.026E+0	 2.930E+0	-3.164E-1	-2.266E-1
2.2600E-3	 2.026E+0	 2.930E+0	-3.223E-1	-2.275E-1
2.2800E-3	 2.031E+0	 2.441E+0	-3.242E-1	-2.256E-1
2.3000E-3	 2.031E+0	 2.441E+0	-3.203E-1	-2.266E-1
2.3200E-3	 2.031E+0	 2.930E+0	-3.203E-1	-2.246E-1
2.3400E-3	 2.031E+0	 2.930E+0	-3.213E-1	-2.246E-1
2.3600E-3	 2.031E+0	 2.441E+0	-3.232E-1	-2.266E-1
2.3800E-3	 2.031E+0	 2.441E+0	-3.252E-1	-2.197E-1
2.4000E-3	 2.031E+0	 2.441E+0	-3.262E-1	-2.217E-1
2.4200E-3	 2.031E+0	 2.930E+0	-3.213E-1	-2.305E-1
2.4400E-3	 2.036E+0	 2.441E+0	-3.213E-1	-2.266E-1
2.4600E-3	 2.036E+0	 1.953E+0	-3.252E-1	-2.246E-1
2.4800E-3	 2.036E+0	 2.441E+0	-3.242E-1	-2.256E-1
2.5000E-3	 2.036E+0	 2.930E+0	-3.242E-1	-2.246E-1
2.5200E-3	 2.036E+0	 2.930E+0	-3.242E-1	-2.197E-1
2.5400E-3	 2.041E+0	 2.441E+0	-3.252E-1	-2.197E-1
2.5600E-3	 2.041E+0	 1.953E+0	-3.213E-1	-2.227E-1
2.5800E-3	 2.041E+0	 2.441E+0	-3.213E-1	-2.227E-1
2.6000E-3	 2.041E+0	 2.441E+0	-3.242E-1	-2.246E-1
2.6200E-3	 2.041E+0	 2.441E+0	-3.252E-1	-2.256E-1
2.6400E-3	 2.041E+0	 1.953E+0	-3.232E-1	-2.285E-1
2.6600E-3	 2.041E+0	 2.441E+0	-3.271E-1	-2.246E-1
2.6800E-3	 2.041E+0	 2.441E+0	-3.252E-1	-2.246E-1
2.7000E-3	 2.046E+0	 2.441E+0	-3.242E-1	-2.227E-1
2.7200E-3	 2.046E+0	 2.441E+0	-3.223E-1	-2.236E-1
2.7400E-3	 2.051E+0	 2.441E+0	-3.223E-1	-2.236E-1
2.7600E-3	 2.046E+0	 2.441E+0	-3.223E-1	-2.236E-1
2.7800E-3	 2.051E+0	 1.953E+0	-3.271E-1	-2.217E-1
2.8000E-3	 2.046E+0	 2.441E+0	-3.184E-1	-2.266E-1
2.8200E-3	 2.051E+0	 2.441E+0	-3.291E-1	-2.266E-1
2.8400E-3	 2.051E+0	 2.441E+0	-3.213E-1	-2.246E-1
2.8600E-3	 2.051E+0	 2.441E+0	-3.223E-1	-2.266E-1
2.8800E-3	 2.051E+0	 2.441E+0	-3.252E-1	-2.207E-1
2.9000E-3	 2.051E+0	 2.441E+0	-3.223E-1	-2.275E-1
2.9200E-3	 2.056E+0	 2.930E+0	-3.184E-1	-2.295E-1
2.9400E-3	 2.051E+0	 2.441E+0	-3.242E-1	-2.246E-1
2.9600E-3	 2.056E+0	 1.953E+0	-3.281E-1	-2.217E-1
2.9800E-3	 2.056E+0	 2.441E+0	-3.252E-1	-2.236E-1
3.0000E-3	 2.056E+0	 2.930E+0	-3.271E-1	-2.266E-1
3.0200E-3	 2.056E+0	 2.930E+0	-3.281E-1	-2.266E-1
3.0400E-3	 2.056E+0	 2.441E+0	-3.262E-1	-2.246E-1
3.0600E-3	 2.061E+0	 2.441E+0	-3.232E-1	-2.275E-1
3.0800E-3	 2.056E+0	 2.930E+0	-3.223E-1	-2.227E-1
3.1000E-3	 2.061E+0	 2.930E+0	-3.164E-1	-2.314E-1
3.1200E-3	 2.061E+0	 2.441E+0	-3.252E-1	-2.246E-1
3.1400E-3	 2.061E+0	 2.441E+0	-3.252E-1	-2.275E-1
3.1600E-3	 2.065E+0	 2.441E+0	-3.223E-1	-2.314E-1
3.1800E-3	 2.065E+0	 2.441E+0	-3.232E-1	-2.295E-1
3.2000E-3	 2.065E+0	 2.930E+0	-3.291E-1	-2.178E-1
3.2200E-3	 2.065E+0	 2.441E+0	-3.271E-1	-2.246E-1
3.2400E-3	 2.065E+0	 2.930E+0	-3.262E-1	-2.266E-1
3.2600E-3	 2.065E+0	 2.441E+0	-3.262E-1	-2.275E-1
3.2800E-3	 2.065E+0	 2.441E+0	-3.271E-1	-2.217E-1
3.3000E-3	 2.070E+0	 2.441E+0	-3.262E-1	-2.256E-1
3.3200E-3	 2.070E+0	 2.930E+0	-3.213E-1	-2.305E-1
3.3400E-3	 2.070E+0	 2.441E+0	-3.232E-1	-2.275E-1
3.3600E-3	 2.070E+0	 1.953E+0	-3.213E-1	-2.344E-1
3.3800E-3	 2.070E+0	 2.441E+0	-3.271E-1	-2.227E-1
3.4000E-3	 2.070E+0	 2.930E+0	-3.203E-1	-2.256E-1
3.4200E-3	 2.070E+0	 2.441E+0	-3.262E-1	-2.227E-1
3.4400E-3	 2.075E+0	 2.441E+0	-3.232E-1	-2.227E-1
3.4600E-3	 2.075E+0	 1.953E+0	-3.252E-1	-2.207E-1
3.4800E-3	 2.075E+0	 2.441E+0	-3.232E-1	-2.285E-1
3.5000E-3	 2.075E+0	 2.930E+0	-3.311E-1	-2.207E-1
3.5200E-3	 2.075E+0	 2.441E+0	-3.301E-1	-2.227E-1
3.5400E-3	 2.075E+0	 1.953E+0	-3.291E-1	-2.246E-1
3.5600E-3	 2.080E+0	 2.441E+0	-3.223E-1	-2.275E-1
3.5800E-3	 2.075E+0	 2.441E+0	-3.252E-1	-2.256E-1
3.6000E-3	 2.080E+0	 2.441E+0	-3.213E-1	-2.207E-1
3.6200E-3	 2.080E+0	 2.441E+0	-3.252E-1	-2.236E-1
3.6400E-3	 2.080E+0	 2.441E+0	-3.242E-1	-2.275E-1
3.6600E-3	 2.080E+0	 2.441E+0	-3.252E-1	-2.295E-1
3.6800E-3	 2.085E+0	 2.441E+0	-3.232E-1	-2.246E-1
3.7000E-3	 2.085E+0	 2.441E+0	-3.213E-1	-2.285E-1
3.7200E-3	 2.085E+0	 2.441E+0	-3.271E-1	-2.266E-1
3.7400E-3	 2.085E+0	 2.441E+0	-3.242E-1	-2.275E-1
3.7600E-3	 2.085E+0	 2.441E+0	-3.262E-1	-2.217E-1
3.7800E-3	 2.085E+0	 2.441E+0	-3.213E-1	-2.305E-1
3.8000E-3	 2.085E+0	 2.441E+0	-3.232E-1	-2.275E-1
3.8200E-3	 2.085E+0	 2.441E+0	-3.223E-1	-2.256E-1
3.8400E-3	 2.090E+0	 2.441E+0	-3.232E-1	-2.246E-1
3.8600E-3	 2.090E+0	 1.953E+0	-3.232E-1	-2.275E-1
3.8800E-3	 2.090E+0	 2.441E+0	-3.320E-1	-2.217E-1
3.9000E-3	 2.090E+0	 2.441E+0	-3.193E-1	-2.314E-1
3.9200E-3	 2.090E+0	 2.441E+0	-3.203E-1	-2.285E-1
3.9400E-3	 2.090E+0	 2.441E+0	-3.281E-1	-2.207E-1
3.9600E-3	 2.095E+0	 1.953E+0	-3.281E-1	-2.227E-1
3.9800E-3	 2.090E+0	 2.930E+0	-3.242E-1	-2.305E-1
4.0000E-3	 2.095E+0	 2.930E+0	-3.281E-1	-2.236E-1
4.0200E-3	 2.095E+0	 1.953E+0	-3.281E-1	-2.246E-1
4.0400E-3	 2.100E+0	 2.441E+0	-3.213E-1	-2.285E-1
4.0600E-3	 2.095E+0	 2.441E+0	-3.242E-1	-2.295E-1
4.0800E-3	 2.095E+0	 2.441E+0	-3.262E-1	-2.246E-1
4.1000E-3	 2.100E+0	 2.441E+0	-3.330E-1	-2.236E-1
4.1200E-3	 2.100E+0	 2.441E+0	-3.301E-1	-2.246E-1
4.1400E-3	 2.100E+0	 2.441E+0	-3.271E-1	-2.285E-1
4.1600E-3	 2.100E+0	 2.441E+0	-3.252E-1	-2.236E-1
4.1800E-3	 2.100E+0	 2.441E+0	-3.232E-1	-2.295E-1
4.2000E-3	 2.100E+0	 2.441E+0	-3.213E-1	-2.246E-1
4.2200E-3	 2.104E+0	 2.441E+0	-3.252E-1	-2.217E-1
4.2400E-3	 2.104E+0	 2.441E+0	-3.242E-1	-2.236E-1
4.2600E-3	 2.104E+0	 1.953E+0	-3.242E-1	-2.236E-1
4.2800E-3	 2.104E+0	 2.441E+0	-3.223E-1	-2.275E-1
4.3000E-3	 2.104E+0	 2.441E+0	-3.271E-1	-2.217E-1
4.3200E-3	 2.104E+0	 2.441E+0	-3.252E-1	-2.236E-1
4.3400E-3	 2.104E+0	 2.441E+0	-3.301E-1	-2.246E-1
4.3600E-3	 2.109E+0	 1.953E+0	-3.262E-1	-2.295E-1
4.3800E-3	 2.109E+0	 2.441E+0	-3.232E-1	-2.275E-1
4.4000E-3	 2.109E+0	 2.930E+0	-3.242E-1	-2.236E-1
4.4200E-3	 2.109E+0	 2.441E+0	-3.242E-1	-2.295E-1
4.4400E-3	 2.109E+0	 1.953E+0	-3.242E-1	-2.324E-1
4.4600E-3	 2.114E+0	 1.953E+0	-3.271E-1	-2.275E-1
4.4800E-3	 2.114E+0	 2.930E+0	-3.252E-1	-2.285E-1
4.5000E-3	 2.114E+0	 2.441E+0	-3.242E-1	-2.305E-1
4.5200E-3	 2.114E+0	 2.441E+0	-3.232E-1	-2.275E-1
4.5400E-3	 2.114E+0	 1.953E+0	-3.213E-1	-2.285E-1
4.5600E-3	 2.119E+0	 1.953E+0	-3.252E-1	-2.275E-1
4.5800E-3	 2.114E+0	 2.441E+0	-3.242E-1	-2.275E-1
4.6000E-3	 2.119E+0	 2.441E+0	-3.232E-1	-2.305E-1
4.6200E-3	 2.119E+0	 2.441E+0	-3.223E-1	-2.295E-1
4.6400E-3	 2.119E+0	 2.441E+0	-3.252E-1	-2.275E-1
4.6600E-3	 2.124E+0	 2.441E+0	-3.262E-1	-2.285E-1
4.6800E-3	 2.119E+0	 2.441E+0	-3.242E-1	-2.275E-1
4.7000E-3	 2.119E+0	 2.441E+0	-3.242E-1	-2.324E-1
4.7200E-3	 2.119E+0	 2.441E+0	-3.262E-1	-2.275E-1
4.7400E-3	 2.124E+0	 1.953E+0	-3.203E-1	-2.314E-1
4.7600E-3	 2.124E+0	 2.441E+0	-3.281E-1	-2.314E-1
4.7800E-3	 2.124E+0	 2.441E+0	-3.281E-1	-2.266E-1
4.8000E-3	 2.124E+0	 2.441E+0	-3.291E-1	-2.305E-1
4.8200E-3	 2.129E+0	 2.441E+0	-3.252E-1	-2.295E-1
4.8400E-3	 2.124E+0	 1.953E+0	-3.301E-1	-2.275E-1
4.8600E-3	 2.129E+0	 1.953E+0	-3.223E-1	-2.285E-1
4.8800E-3	 2.129E+0	 2.441E+0	-3.184E-1	-2.344E-1
4.9000E-3	 2.129E+0	 2.441E+0	-3.291E-1	-2.246E-1
4.9200E-3	 2.129E+0	 2.441E+0	-3.262E-1	-2.285E-1
4.9400E-3	 2.129E+0	 1.953E+0	-3.271E-1	-2.266E-1
4.9600E-3	 2.129E+0	 2.441E+0	-3.281E-1	-2.285E-1
4.9800E-3	 2.129E+0	 2.441E+0	-3.281E-1	-2.295E-1
5.0000E-3	 2.134E+0	 2.441E+0	-3.271E-1	-2.256E-1
5.0200E-3	 2.134E+0	 1.953E+0	-3.291E-1	-2.285E-1
5.0400E-3	 2.139E+0	 2.441E+0	-3.271E-1	-2.305E-1
5.0600E-3	 2.134E+0	 2.441E+0	-3.340E-1	-2.275E-1
5.0800E-3	 2.134E+0	 2.441E+0	-3.291E-1	-2.285E-1
5.1000E-3	 2.134E+0	 2.441E+0	-3.301E-1	-2.324E-1
5.1200E-3	 2.139E+0	 2.441E+0	-3.301E-1	-2.275E-1
5.1400E-3	 2.139E+0	 2.441E+0	-3.359E-1	-2.236E-1
5.1600E-3	 2.139E+0	 2.441E+0	-3.291E-1	-2.305E-1
5.1800E-3	 2.139E+0	 2.441E+0	-3.232E-1	-2.334E-1
5.2000E-3	 2.139E+0	 2.441E+0	-3.301E-1	-2.295E-1
5.2200E-3	 2.144E+0	 2.441E+0	-3.242E-1	-2.275E-1
5.2400E-3	 2.144E+0	 1.953E+0	-3.262E-1	-2.275E-1
5.2600E-3	 2.144E+0	 2.441E+0	-3.271E-1	-2.305E-1
5.2800E-3	 2.144E+0	 2.441E+0	-3.271E-1	-2.305E-1
5.3000E-3	 2.144E+0	 2.441E+0	-3.252E-1	-2.275E-1
5.3200E-3	 2.144E+0	 2.441E+0	-3.359E-1	-2.275E-1
5.3400E-3	 2.148E+0	 1.953E+0	-3.252E-1	-2.275E-1
5.3600E-3	 2.148E+0	 2.441E+0	-3.350E-1	-2.295E-1
5.3800E-3	 2.144E+0	 2.441E+0	-3.281E-1	-2.285E-1
5.4000E-3	 2.148E+0	 2.441E+0	-3.271E-1	-2.324E-1
5.4200E-3	 2.148E+0	 2.441E+0	-3.301E-1	-2.314E-1
5.4400E-3	 2.153E+0	 1.953E+0	-3.359E-1	-2.275E-1
5.4600E-3	 2.148E+0	 2.441E+0	-3.271E-1	-2.305E-1
5.4800E-3	 2.153E+0	 2.441E+0	-3.311E-1	-2.266E-1
5.5000E-3	 2.153E+0	 2.441E+0	-3.262E-1	-2.295E-1
5.5200E-3	 2.153E+0	 2.441E+0	-3.281E-1	-2.314E-1
5.5400E-3	 2.153E+0	 1.953E+0	-3.330E-1	-2.295E-1
5.5600E-3	 2.153E+0	 2.441E+0	-3.262E-1	-2.324E-1
5.5800E-3	 2.153E+0	 2.930E+0	-3.271E-1	-2.334E-1
5.6000E-3	 2.153E+0	 2.441E+0	-3.311E-1	-2.275E-1
5.6200E-3	 2.158E+0	 2.441E+0	-3.340E-1	-2.285E-1
5.6400E-3	 2.158E+0	 2.441E+0	-3.281E-1	-2.334E-1
5.6600E-3	 2.158E+0	 2.441E+0	-3.271E-1	-2.285E-1
5.6800E-3	 2.158E+0	 2.930E+0	-3.281E-1	-2.275E-1
5.7000E-3	 2.163E+0	 2.441E+0	-3.262E-1	-2.314E-1
5.7200E-3	 2.163E+0	 2.441E+0	-3.281E-1	-2.324E-1
5.7400E-3	 2.163E+0	 2.441E+0	-3.291E-1	-2.275E-1
5.7600E-3	 2.163E+0	 2.441E+0	-3.271E-1	-2.285E-1
5.7800E-3	 2.163E+0	 2.930E+0	-3.291E-1	-2.285E-1
5.8000E-3	 2.163E+0	 2.441E+0	-3.271E-1	-2.305E-1
5.8200E-3	 2.168E+0	 2.441E+0	-3.340E-1	-2.295E-1
5.8400E-3	 2.168E+0	 2.441E+0	-3.320E-1	-2.266E-1
5.8600E-3	 2.168E+0	 2.441E+0	-3.320E-1	-2.246E-1
5.8800E-3	 2.168E+0	 2.930E+0	-3.291E-1	-2.227E-1
5.9000E-3	 2.168E+0	 2.441E+0	-3.320E-1	-2.246E-1
5.9200E-3	 2.173E+0	 2.441E+0	-3.291E-1	-2.314E-1
5.9400E-3	 2.173E+0	 1.953E+0	-3.291E-1	-2.344E-1
5.9600E-3	 2.173E+0	 2.441E+0	-3.291E-1	-2.305E-1
5.9800E-3	 2.173E+0	 2.930E+0	-3.291E-1	-2.275E-1
6.0000E-3	 2.173E+0	 2.441E+0	-3.232E-1	-2.344E-1
6.0200E-3	 2.178E+0	 2.441E+0	-3.301E-1	-2.314E-1
6.0400E-3	 2.173E+0	 2.441E+0	-3.271E-1	-2.305E-1
6.0600E-3	 2.173E+0	 2.441E+0	-3.291E-1	-2.334E-1
6.0800E-3	 2.173E+0	 2.441E+0	-3.262E-1	-2.285E-1
6.1000E-3	 2.178E+0	 2.441E+0	-3.311E-1	-2.285E-1
6.1200E-3	 2.178E+0	 2.441E+0	-3.311E-1	-2.285E-1
6.1400E-3	 2.178E+0	 2.441E+0	-3.311E-1	-2.285E-1
6.1600E-3	 2.178E+0	 2.441E+0	-3.291E-1	-2.275E-1
6.1800E-3	 2.178E+0	 3.418E+0	-3.252E-1	-2.334E-1
6.2000E-3	 2.183E+0	 2.930E+0	-3.262E-1	-2.324E-1
6.2200E-3	 2.183E+0	 2.441E+0	-3.301E-1	-2.295E-1
6.2400E-3	 2.183E+0	 2.441E+0	-3.320E-1	-2.266E-1
6.2600E-3	 2.183E+0	 2.441E+0	-3.350E-1	-2.266E-1
6.2800E-3	 2.183E+0	 2.930E+0	-3.320E-1	-2.275E-1
6.3000E-3	 2.187E+0	 2.441E+0	-3.340E-1	-2.305E-1
6.3200E-3	 2.187E+0	 2.441E+0	-3.301E-1	-2.285E-1
6.3400E-3	 2.187E+0	 2.441E+0	-3.369E-1	-2.285E-1
6.3600E-3	 2.187E+0	 2.930E+0	-3.330E-1	-2.275E-1
6.3800E-3	 2.187E+0	 2.930E+0	-3.369E-1	-2.305E-1
6.4000E-3	 2.187E+0	 2.441E+0	-3.301E-1	-2.324E-1
6.4200E-3	 2.192E+0	 2.441E+0	-3.262E-1	-2.344E-1
6.4400E-3	 2.187E+0	 2.441E+0	-3.281E-1	-2.344E-1
6.4600E-3	 2.192E+0	 2.930E+0	-3.320E-1	-2.285E-1
6.4800E-3	 2.192E+0	 2.930E+0	-3.281E-1	-2.324E-1
6.5000E-3	 2.192E+0	 2.441E+0	-3.320E-1	-2.334E-1
6.5200E-3	 2.192E+0	 2.441E+0	-3.359E-1	-2.295E-1
6.5400E-3	 2.192E+0	 2.441E+0	-3.291E-1	-2.324E-1
6.5600E-3	 2.197E+0	 2.930E+0	-3.291E-1	-2.285E-1
6.5800E-3	 2.197E+0	 2.930E+0	-3.311E-1	-2.324E-1
6.6000E-3	 2.197E+0	 2.441E+0	-3.311E-1	-2.295E-1
6.6200E-3	 2.197E+0	 2.930E+0	-3.271E-1	-2.354E-1
6.6400E-3	 2.197E+0	 2.441E+0	-3.311E-1	-2.295E-1
6.6600E-3	 2.197E+0	 2.930E+0	-3.281E-1	-2.324E-1
6.6800E-3	 2.202E+0	 2.930E+0	-3.281E-1	-2.324E-1
6.7000E-3	 2.202E+0	 2.930E+0	-3.330E-1	-2.285E-1
6.7200E-3	 2.202E+0	 2.441E+0	-3.291E-1	-2.344E-1
6.7400E-3	 2.202E+0	 2.441E+0	-3.330E-1	-2.266E-1
6.7600E-3	 2.202E+0	 2.441E+0	-3.330E-1	-2.314E-1
6.7800E-3	 2.202E+0	 2.930E+0	-3.281E-1	-2.305E-1
6.8000E-3	 2.207E+0	 2.930E+0	-3.301E-1	-2.314E-1
6.8200E-3	 2.202E+0	 2.441E+0	-3.320E-1	-2.295E-1
6.8400E-3	 2.207E+0	 2.441E+0	-3.291E-1	-2.305E-1
6.8600E-3	 2.207E+0	 2.930E+0	-3.320E-1	-2.314E-1
6.8800E-3	 2.207E+0	 2.930E+0	-3.340E-1	-2.275E-1
6.9000E-3	 2.207E+0	 2.441E+0	-3.320E-1	-2.373E-1
6.9200E-3	 2.207E+0	 2.441E+0	-3.330E-1	-2.295E-1
6.9400E-3	 2.207E+0	 2.930E+0	-3.320E-1	-2.324E-1
6.9600E-3	 2.212E+0	 2.930E+0	-3.232E-1	-2.393E-1
6.9800E-3	 2.212E+0	 2.930E+0	-3.291E-1	-2.295E-1
